Name,Chosen Name,URL
0 John McDermott, John McDermott,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
4 Alan Bollard,Alan Bollard,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Sarah Morrison,Sarah Morrison,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
5 Gabriel Makhlouf,Gabriel Makhlouf,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
6 Sarah Morrison,Sarah Morrison,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
3 Fiona Mackenzie,Fiona Mackenzie,https://www.rbnz.govt.nz/about-us/our-people/our-executive-leadership-team
Matthew Beresford,Matthew Beresford,https://www.rbnz.govt.nz/about-us/our-people/our-leadership-team
Michael Wolyncewicz,Michael Wolyncewicz,https://www.rbnz.govt.nz/about-us/our-people/our-leadership-team
Philippa Jones,Philippa Jones,https://www.rbnz.govt.nz/about-us/our-people/our-leadership-team
Joanna Gray,Joanna Gray,https://www.rbnz.govt.nz/about-us/our-people/our-leadership-team
Craig Eaton,Craig Eaton,https://www.rbnz.govt.nz/about-us/our-people/our-leadership-team
Grant Robertson,Grant Robertson,https://www.rbnz.govt.nz/about-us/our-people/our-leadership-team
Janine White,Janine White,https://www.rbnz.govt.nz/about-us/our-people/our-leadership-team
Heather McLean,Heather McLean,https://www.rbnz.govt.nz/about-us/our-people/our-leadership-team
Nicky Lynch,Nicky Lynch,https://www.rbnz.govt.nz/about-us/our-people/our-leadership-team
Sarah Davey,Sarah Davey,https://www.rbnz.govt.nz/about-us/our-people/our-leadership-team
Nikki Kaye,Nikki Kaye,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Heather Simpson,Heather Simpson,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Don Brash,Don Brash,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Philip Brown,Philip Brown,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Nanaia Mahuta,Nanaia Mahuta,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Peter Clinton,Peter Clinton,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
1 Todd Muller,Todd Muller,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Chris Hipkins,Chris Hipkins,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Nicky Wagner,Nicky Wagner,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Winston Peters,Winston Peters,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Megan Woods,Megan Woods,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Ruth Dyson,Ruth Dyson,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Phil Goff,Phil Goff,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Andrew Bayly,Andrew Bayly,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Amy Adams,Amy Adams,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Bill Rosenberg,Bill Rosenberg,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Parekura Horomia,Parekura Horomia,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Tariana Turia,Tariana Turia,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Su'a William Sio,Sua Sio,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
7 Tim Macind, Tim Macind,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Matt Doocey,Matt Doocey,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Trevor Mallard,Trevor Mallard,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
David Cunliffe,David Cunliffe,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Jacinda Ardern,Jacinda Ardern,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Meka Whaitiri,Meka Whaitiri,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Annette King,Annette King,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Guy Hallwright,Guy Hallwright,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Tony Ryall,Tony Ryall,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Steven Walker,Steven Walker,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Geoffrey Palmer,Geoffrey Palmer,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Pita Sharples,Pita Sharples,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Jonathan Young,Jonathan Young,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Jacqui Dean,Jacqui Dean,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Deborah Russell,Deborah Russell,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Stuart Nash,Stuart Nash,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Bill Birch,Bill Birch,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Hone Harawira,Hone Harawira,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
2 Jacqui Dean,Jacqui Dean,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Iain Lees-Galloway,Iain Lees-Galloway,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Gerry Brownlee,Gerry Brownlee,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Clayton Cosgrove,Clayton Cosgrove,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Richard Klipsch,Richard Klipsch,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
0 Jonathan Young,Jonathan Young,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Murray Sherwin,Murray Sherwin,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Nick Smith,Nick Smith,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Jami-Lee Ross,Jami-Lee Ross,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
6 Andrew Bayly,Andrew Bayly,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
4 Mark Mitchell,Mark Mitchell,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Neil Quigley,Neil Quigley,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Graeme Sneddon,Graeme Sneddon,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Metiria Turei,Metiria Turei,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Mark Mitchell,Mark Mitchell,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Andrew Little,Andrew Little,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Todd Muller,Todd Muller,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
John Key,John Key,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Russel Norman,Russel Norman,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
David Shearer,David Shearer,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Peter Gardiner,Peter Gardiner,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Russell Gunson,Russell Gunson,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
3 Jami-Lee Ross, Jami-Lee Ross,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Graeme Wheeler,Graeme Wheeler,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Simon Bridges,Simon Bridges,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Jonathan Coleman,Jonathan Coleman,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
David Parker,David Parker,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
5 Matt Doocey,Matt Doocey,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Tony Caughey,Tony Caughey,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Brian Easton,Brian Easton,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Anne Tolley,Anne Tolley,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Bill English,Bill English,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Steven Joyce,Steven Joyce,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Murray McCully,Murray McCully,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Gareth Morgan,Gareth Morgan,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Nigel Haworth,Nigel Haworth,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Tim Macindoe,Tim Macindoe,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Arthur Grimes,Arthur Grimes,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Richard Jeffries,Richard Jeffries,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
David Seymour,David Seymour,https://www.rbnz.govt.nz/about-us/our-people/our-board-members
Catherine Beard,Catherine Beard,https://www.rbnz.govt.nz/about-us/our-people/monetary-policy-committee
Jacqueline Rowarth,Jacqueline Rowarth,https://www.rbnz.govt.nz/about-us/our-people/monetary-policy-committee
Duncan Ironmonger,Duncan Ironmonger,https://www.rbnz.govt.nz/about-us/our-people/monetary-policy-committee
Air Marshal Kevin Short,Kevin Short,https://www.nzdf.mil.nz/nzdf/structure-and-leadership/
Commodore Jim Gilmour,Jim Gilmour,https://www.nzdf.mil.nz/nzdf/structure-and-leadership/
Major General John Boswell,John Boswell,https://www.nzdf.mil.nz/nzdf/structure-and-leadership/
group captain Carl Betts,Carl Betts,https://www.nzdf.mil.nz/nzdf/structure-and-leadership/
Brigadier Scott Millar,Scott Millar,https://www.nzdf.mil.nz/nzdf/structure-and-leadership/
Rear Admiral David Proctor,David Proctor,https://www.nzdf.mil.nz/nzdf/structure-and-leadership/
H.E. Mr Lyndon Wigan,Lyndon Wigan,https://www.mfat.govt.nz/en/about-us/our-people/our-heads-of-mission/
H.E. Mr Peter Hamilton,-DalrymplePeter Hamilton,https://www.mfat.govt.nz/en/about-us/our-people/our-heads-of-mission/
H.E. Mrs Helen Morton,Helen Morton,https://www.mfat.govt.nz/en/about-us/our-people/our-heads-of-mission/
H.E. Ms Sarah Davenport,Sarah Davenport,https://www.mfat.govt.nz/en/about-us/our-people/our-heads-of-mission/
H.E. Mr Jonathan Austin,HighCommissionerJonathan Austin,https://www.mfat.govt.nz/en/about-us/our-people/our-heads-of-mission/
H.E. Mrs Carla Wigan,Carla Wigan,https://www.mfat.govt.nz/en/about-us/our-people/our-heads-of-mission/
H.E. Mr Philip Sexton,Philip Sexton,https://www.mfat.govt.nz/en/about-us/our-people/our-heads-of-mission/
H.E. Mr Grahame Morton,Grahame Morton,https://www.mfat.govt.nz/en/about-us/our-people/our-heads-of-mission/
H.E. Ms Catherine Ingram,Catherine Ingram,https://www.mfat.govt.nz/en/about-us/our-people/our-heads-of-mission/
H.E. Mrs Jane Austin,Jane Austen,https://www.mfat.govt.nz/en/about-us/our-people/our-heads-of-mission/
Dr. Sultan Bin Saeed Al Dhaheri,Sultan AlDhaheri,https://www.amf.org.ae/en/page/board-governors
H.E. Mohammad Bin Ali Bin Mohammad Al Ghurair,Mohammad AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Mohammad Bin Sulaiman Bin Ali Al Ghurair,Mohammad AlGhurair,https://www.amf.org.ae/en/page/board-governors
Dr. Ali Saeed Bin Harmal Al Dhaheri,Ali AlDhaheri,https://www.amf.org.ae/en/page/board-governors
H.E. Saeed Bin Ali Bin Mohammad Al Ghurair,Saeed AlGhurair,https://www.amf.org.ae/en/page/board-governors
Dr. Mohammad Abdul Rahman Al Awar,Mohammad AlAwar,https://www.amf.org.ae/en/page/board-governors
Dr. Saeed Ahmed Bin Sulaiman Al Darmaki,Saeed AlDarmaki,https://www.amf.org.ae/en/page/board-governors
Dr. Mohammad Abdul Rahman Bin Mohammad Al Mutawa,Mohammad AlMutawa,https://www.amf.org.ae/en/page/board-governors
H.E. Essa Ahmed Bin Ali Al Ghurair,Essa AlGhurair,https://www.amf.org.ae/en/page/board-governors
Dr. Khalid Abdul Rahman Bin Sulaiman Al Mutawa,Khalid AlMutawa,https://www.amf.org.ae/en/page/board-governors
Dr. Abdul Aziz Bin Abdullah Al Ghurair,Abdul AlGhurair,https://www.amf.org.ae/en/page/board-governors
Dr. Ahmed Abdul Rahman Bin Sulaiman Al Raisi,Ahmed AlRaisi,https://www.amf.org.ae/en/page/board-governors
Dr. Ahmed Saeed Bin Humaid,Ahmed Humaid,https://www.amf.org.ae/en/page/board-governors
Dr. Waleed Mohammad Bin Nasser Al Mokarreb,Waleed AlMokarreb,https://www.amf.org.ae/en/page/board-governors
H.E. Saud Bin Mohammad Bin Saeed Al Ghurair,Saud AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Sulaiman Bin Mohammad Bin Ali Al Ghurair,Sulaiman AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Majid Bin Mohammad Bin Ali Al Ghurair,Majid AlGhurair,https://www.amf.org.ae/en/page/board-governors
Dr. Sultan Bin Saeed Al Badi,Sultan AlBadi,https://www.amf.org.ae/en/page/board-governors
H.E. Sulaiman Bin Ali Bin Mohammad Al Ghurair,Sulaiman AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Mohammad Bin Abdul Aziz Bin Mohammad Al Ghurair,Mohammad AlGhurair,https://www.amf.org.ae/en/page/board-governors
Dr. Salah Ahmed Bin Ghanim Al Ali,Salah AlAli,https://www.amf.org.ae/en/page/board-governors
Dr. Talal Bin Mohammad Bin Talal Al Dhaheri,Talal AlDhaheri,https://www.amf.org.ae/en/page/board-governors
H.E. Abdul Aziz Bin Mohammad Bin Sulaiman Al Ghurair,AbdulAziz AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Abdul Aziz Bin Abdullah Al Ghurair,Abdul AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Abdul Aziz Bin Ali Al Ghurair,Abdul AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Obaid Saeed Al Dhaheri,Obaid AlDhaheri,https://www.amf.org.ae/en/page/board-governors
Dr. Hamad Abdul Aziz Bin Jassim Al Serkal,Hamad AlSerkal,https://www.amf.org.ae/en/page/board-governors
Dr. Abdul Karim Ahmed Al Khaja,Abdul AlKhaja,https://www.amf.org.ae/en/page/board-governors
H.E. Saeed Bin Mohammad Bin Ali Al Ghurair,Saeed AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Sultan Bin Saeed Al Mansouri,Sultan AlMansouri,https://www.amf.org.ae/en/page/board-governors
H.E. Ali Bin Mohammad Bin Ali Al Ghurair,Ali AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Mohammad Bin Saeed Bin Mohammad Al Ghurair,Mohammad AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Ali Bin Abdullah Bin Ali Al Ghurair,Ali AlGhurair,https://www.amf.org.ae/en/page/board-governors
H.E. Ahmed Mohammad Bin Sulaiman Al Raisi,Ahmed AlRaisi,https://www.amf.org.ae/en/page/board-governors
H.E. Sulaiman Bin Abdul Aziz Bin Sulaiman Al Ghurair,Sulaiman AlGhurair,https://www.amf.org.ae/en/page/board-governors
Sultan Ahmed Al Dhaheri,Sultan AlDhaheri,https://www.amf.org.ae/en/page/board-directors
Khalid Ahmed Al Suwaidi,Khalid AlSuwaidi,https://www.amf.org.ae/en/page/board-directors
Mohammed Al Mazrouei,Mohammed Mazrouei,https://www.amf.org.ae/en/page/board-directors
Abdulla Ahmed Al Falasi,Abdulla AlFalasi,https://www.amf.org.ae/en/page/board-directors
Abdulla Sultan Al Dhaheri,Abdulla AlDhaheri,https://www.amf.org.ae/en/page/board-directors
Mohammed Ahmed Al Qubaisi,Mohammed AlQubaisi,https://www.amf.org.ae/en/page/board-directors
Mohammed Ahmed Al Ansari,Mohammed Ansari,https://www.amf.org.ae/en/page/board-directors
Mohammed Ahmed Al Suwaidi,Mohammed Suwaidi,https://www.amf.org.ae/en/page/board-directors
Ahmed Salem Al Dhaheri,Ahmed AlDhaheri,https://www.amf.org.ae/en/page/board-directors
Saeed Ahmed Al Dhaheri,Saeed Dhaheri,https://www.amf.org.ae/en/page/board-directors
Abdullah Ahmed Abdullah Al Rais,Abdullah AlRais,https://www.amf.org.ae/en/page/organization-structure
Abdullah Ahmed Abdullah Alshamsi,Abdullah Alshamsi,https://www.amf.org.ae/en/page/organization-structure
Abdullah Ahmed Abdullah Althani,Abdullah Althani,https://www.amf.org.ae/en/page/organization-structure
Abdullah Ahmed Abdullah Al Suwaidi,Abdullah AlSuwaidi,https://www.amf.org.ae/en/page/organization-structure
Abdullah Ahmed Abdullah Al Shehi,Abdullah AlShehi,https://www.amf.org.ae/en/page/organization-structure
Abdullah Ahmed Abdullah Al Qubaisi,Abdullah AlQubaisi,https://www.amf.org.ae/en/page/organization-structure
Abdullah Ahmed Abdullah Alzaabi,Abdullah Alzaabi,https://www.amf.org.ae/en/page/organization-structure
Abdullah Ahmed Abdullah Alsabbagh,Abdullah Alsabbagh,https://www.amf.org.ae/en/page/organization-structure
Mr. Zoran MILIVOJEVIC,Zoran MILIVOJEVIC,https://www.nato.int/cps/en/natohq/topics_49152.htm
Mr. Zoran STANKOVIC,Zoran STANKOVIC,https://www.nato.int/cps/en/natohq/topics_49152.htm
Mr. Nebojsa STEFANOVIC,Nebojsa STEFANOVIC,https://www.nato.int/cps/en/natohq/topics_49152.htm
Mr. Dusko MARKOVIC,Dusko MARKOVIC,https://www.nato.int/cps/en/natohq/topics_49152.htm
Mr. Nenad POPOVIC,Nenad POPOVIC,https://www.nato.int/cps/en/natohq/topics_49152.htm
Mr. Bakir IZETBEGOVIC,Bakir IZETBEGOVIC,https://www.nato.int/cps/en/natohq/topics_49152.htm
Mr. Denis ZVIZDIC,Denis ZVIZDIC,https://www.nato.int/cps/en/natohq/topics_49152.htm
Mr. Aleksandar VUCIC,Aleksandar VUCIC,https://www.nato.int/cps/en/natohq/topics_49152.htm
Mr. Zoran ZIVKOVIC,Zoran ZIVKOVIC,https://www.nato.int/cps/en/natohq/topics_49152.htm
Mr. Sefik DZAFEROVIC,Sefik DZAFEROVIC,https://www.nato.int/cps/en/natohq/topics_49152.htm
Mr. Johnson,Johnson,https://www.nato.int/cps/en/natohq/topics_50094.htm
Mr. Xi,Xi,https://www.nato.int/cps/en/natohq/topics_50094.htm
Mr. Trump,Trump,https://www.nato.int/cps/en/natohq/topics_50094.htm
Mr. Macron,Macron,https://www.nato.int/cps/en/natohq/topics_50094.htm
Mr. Putin,Putin,https://www.nato.int/cps/en/natohq/topics_50094.htm
Ms. Merkel,Merkel,https://www.nato.int/cps/en/natohq/topics_50094.htm
Mr. Stoltenberg,Stoltenberg,https://www.nato.int/cps/en/natohq/topics_50094.htm
Name: can't find more than one,NameCantfindmorethanoneNameCantNameC lastnameThisstringhasnolastname,can't find more
Augusto Santos Silva,Augusto Silva,https://sacu.int/category.php?cat=Council%20of%20Ministers
Euclides Sanches Z attachés,Euclides Zattachs,https://sacu.int/category.php?cat=Council%20of%20Ministers
Mário Centeno,Mário Centeno,https://sacu.int/category.php?cat=Council%20of%20Ministers
Paulo Portas,Paulo Portas,https://sacu.int/category.php?cat=Council%20of%20Ministers
Ana Paula Vitorino,Ana Vitorino,https://sacu.int/category.php?cat=Council%20of%20Ministers
Manuel Vicente,Manuel Vicente,https://sacu.int/category.php?cat=Council%20of%20Ministers
Maria Luisa Ponte,Maria Ponte,https://sacu.int/category.php?cat=Council%20of%20Ministers
Jorge Coelho,Jorge Coelho,https://sacu.int/category.php?cat=Council%20of%20Ministers
Maria Manuel Leitão Marques,Maria Marques,https://sacu.int/category.php?cat=Council%20of%20Ministers
Ousmane Dore,Ousmane Dore,https://www.afdb.org/en/about-us/organisational-structure
Wamkele Mene,Wamkele Mene,https://www.afdb.org/en/about-us/organisational-structure
Zeinab El Bakri,Zeinab ElBakri,https://www.afdb.org/en/about-us/organisational-structure
Frannie Léautier,Frannie Léautier,https://www.afdb.org/en/about-us/organisational-structure
Cyril O'Connor,Cyril O'Connor,https://www.afdb.org/en/about-us/organisational-structure
Akinwumi Adesina,Akinwumi Adesina,https://www.afdb.org/en/about-us/organisational-structure
Mahathir bin Mohamad,Mahathir Mohamad,https://au.int/en/cpau
Joko Widodo,Joko Widodo,https://au.int/en/cpau
Hun Sen,Hun Sen,https://au.int/en/cpau
Rodrigo Duterte,Rodrigo Duterte,https://au.int/en/cpau
Sheikh Hasina,Sheikh Hasina,https://au.int/en/cpau
Abdulla Yameen Abdul Gayoom,Abdulla Gayoom,https://au.int/en/cpau
Khaleda Zia,Khaleda Zia,https://au.int/en/cpau
Aung San Suu Kyi,AungSan Kyi,https://au.int/en/cpau
Nicolás Maduro,Nicolás Maduro,https://au.int/en/champion-presidents
Abdel Fattah el-Sisi,Abdel Sisi,https://au.int/en/champion-presidents
Alexander Lukashenko,Alexander Lukashenko,https://au.int/en/champion-presidents
Jair Bolsonaro,Jair Bolsonaro,https://au.int/en/champion-presidents
Recep Tayyip Erdoğan,Recep Erdoan,https://au.int/en/champion-presidents
Aliyev Ilham Heydar,ogluIlham ogluAliyev,https://au.int/en/champion-presidents
Sergio Mattarella,Sergio Mattarella,https://au.int/en/champion-presidents
Gurbanguly Berdimuhamedow,Gurbanguly Berdimuhamedow,https://au.int/en/champion-presidents
Boris Johnson,Boris Johnson,https://au.int/en/champion-presidents
Putin Vladimir Vladimirovich,Vladimir Putin,https://au.int/en/champion-presidents
Klaus Iohannis,Klaus Iohannis,https://au.int/en/champion-presidents
Khamenei Ali Hosseini,Khamenei Khamenei,https://au.int/en/champion-presidents
Emmanuel Macron,Emmanuel Macron,https://au.int/en/champion-presidents
King Salman bin Abdulaziz Al Saud,King Salman,https://au.int/en/champion-presidents
Rodríguez Torres Nelson,Nelson Torres,https://au.int/en/champion-presidents
Andrzej Duda,Andrzej Duda,https://au.int/en/champion-presidents
Bashar al-Assad,Bashar al-Assad,https://au.int/en/champion-presidents
Abagi,Abagi,https://au.int/en/dcpauc
Abadziev,Abadziev,https://au.int/en/dcpauc
A. P. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
Abadia,Abadia,https://au.int/en/dcpauc
Abagniola,Abagniola,https://au.int/en/dcpauc
Abadio,Abadio,https://au.int/en/dcpauc
A. J. R. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
Abaecherli,Abaecherli,https://au.int/en/dcpauc
Abaga,Abaga,https://au.int/en/dcpauc
Abagnaly,Abagnaly,https://au.int/en/dcpauc
Abadis,Abadis,https://au.int/en/dcpauc
Abagond,Abagond,https://au.int/en/dcpauc
Abago,Abago,https://au.int/en/dcpauc
Abagoye,Abagoye,https://au.int/en/dcpauc
Abagnuolo,Abagnuolo,https://au.int/en/dcpauc
Abagnaliy,Abagnaliy,https://au.int/en/dcpauc
Abadir,Abadir,https://au.int/en/dcpauc
A. R. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
Abagnello,Abagnello,https://au.int/en/dcpauc
Abagos,Abagos,https://au.int/en/dcpauc
Abagael,Abagael,https://au.int/en/dcpauc
Abaget,Abaget,https://au.int/en/dcpauc
A. J. K. Dovuto,A KDovuto,https://au.int/en/dcpauc
Abagayle,Abagayle,https://au.int/en/dcpauc
Abagene,Abagene,https://au.int/en/dcpauc
Abagley,Abagley,https://au.int/en/dcpauc
Abagnalee,Abagnalee,https://au.int/en/dcpauc
Abagnone,Abagnone,https://au.int/en/dcpauc
Abaecherlye,Abaecherlye,https://au.int/en/dcpauc
Abagle,Abagle,https://au.int/en/dcpauc
A. J. P. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
Abagnor,Abagnor,https://au.int/en/dcpauc
Abagnoni,Abagnoni,https://au.int/en/dcpauc
Abagail,Abagail,https://au.int/en/dcpauc
Abagnori,Abagnori,https://au.int/en/dcpauc
Abagnel,Abagnel,https://au.int/en/dcpauc
Abaecherly,Abaecherly,https://au.int/en/dcpauc
A. T. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
Abagnon,Abagnon,https://au.int/en/dcpauc
Abagnini,Abagnini,https://au.int/en/dcpauc
Abadias,Abadias,https://au.int/en/dcpauc
Abagnalo,Abagnalo,https://au.int/en/dcpauc
Abagnine,Abagnine,https://au.int/en/dcpauc
Abagiu,Abagiu,https://au.int/en/dcpauc
A. S. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
A. J. H. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
A. Duplessis,A. Duplessis,https://au.int/en/dcpauc
A. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
A. H. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
Abagale,Abagale,https://au.int/en/dcpauc
Abaglie,Abaglie,https://au.int/en/dcpauc
Abagnore,Abagnore,https://au.int/en/dcpauc
Abad Lopez,Abad Lopez,https://au.int/en/dcpauc
Abagnioli,Abagnioli,https://au.int/en/dcpauc
A. W. J. K. Dovuto,A KDovuto,https://au.int/en/dcpauc
Abagnalei,Abagnalei,https://au.int/en/dcpauc
Abagni,Abagni,https://au.int/en/dcpauc
A. M. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
Abadiño,Abadiño,https://au.int/en/dcpauc
Abaen,Abaen,https://au.int/en/dcpauc
Abad Martin,Abad Martin,https://au.int/en/dcpauc
A. J. C. Dovuto,A Dovuto,https://au.int/en/dcpauc
Abagie,Abagie,https://au.int/en/dcpauc
Abagis,Abagis,https://au.int/en/dcpauc
Abad,Abad,https://au.int/en/dcpauc
Abagla,Abagla,https://au.int/en/dcpauc
Abagnio,Abagnio,https://au.int/en/dcpauc
A. J. J. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
A. L. K. Dovuto,A Dovuto,https://au.int/en/dcpauc
Abad Garcia,Abad Garcia,https://au.int/en/dcpauc
A. J. Beukman,A Beukman,https://au.int/en/dcpauc
Abaev,Abaev,https://au.int/en/dcpauc
A. G. F. Holst,A Holst,https://au.int/en/dcpauc
Abagli,Abagli,https://au.int/en/dcpauc
Abagneli,Abagneli,https://au.int/en/dcpauc
Abagline,Abagline,https://au.int/en/dcpauc
Abagnayle,Abagnayle,https://au.int/en/dcpauc
Abagnin,Abagnin,https://au.int/en/dcpauc
Abagnali,Abagnali,https://au.int/en/dcpauc
Abadie,Abadie,https://au.int/en/dcpauc
Abagnale,Abagnale,https://au.int/en/dcpauc
Abaglin,Abaglin,https://au.int/en/dcpauc
Abadiez,Abadiez,https://au.int/en/dcpauc
Abagniolo,Abagniolo,https://au.int/en/dcpauc
Abaeva,Abaeva,https://au.int/en/dcpauc
Abagnaylle,Abagnaylle,https://au.int/en/dcpauc
A. P. Beukman,A Beukman,https://au.int/en/dcpauc
Abagnino,Abagnino,https://au.int/en/dcpauc
Abagney,Abagney,https://au.int/en/dcpauc
Neven Mimica,Neven Mimica,https://au.int/en/high-representatives
Nicolas Sarkozy,Nicolas Sarkozy,couldn't find more
Ali Abdullah Saleh,Ali Saleh,couldn't find more
Hamad bin Khalifa Al Thani,Hamad AlThani,couldn't find more
Hosni Mubarak,Hosni Mubarak,couldn't find more
Muammar Gaddafi,Muammar Gaddafi,couldn't find more
Ahmad Al-Majed,Ahmad Al-Majed,https://atmis-au.org/atmis-leadership/
Abdoulaye Bathily,Abdoulaye Bathily,https://atmis-au.org/atmis-leadership/
Ahmed Al-Shinqiti,Ahmed Al-Shinqiti,https://atmis-au.org/atmis-leadership/
Ahmadou Ahidjo,Ahmadou Ahidjo,https://atmis-au.org/atmis-leadership/
Ahmad Mohamed Hassan,Ahmad Hassan,https://atmis-au.org/atmis-leadership/
Abolfazl Mir-Jamal,Abolfazl Mir-Jamal,https://atmis-au.org/atmis-leadership/
Ahmad Al-Wazzan,Ahmad Al-Wazzan,https://atmis-au.org/atmis-leadership/
Ahmed Arafat,Ahmed Arafat,https://atmis-au.org/atmis-leadership/
A.K. Abdulnasser,A.K. Abdulnasser,https://atmis-au.org/atmis-leadership/
